time: 1.254459453979507, epoch: 0, val loss: 0.5363023010167208
time: 2.2678017939906567, epoch: 1, val loss: 0.5368353920020604
time: 3.3890665958169848, epoch: 2, val loss: 0.5368461484023234
time: 4.4028115789406, epoch: 3, val loss: 0.5368470374067782
time: 5.415392652852461, epoch: 4, val loss: 0.5368473138733815
time: 6.4265011579263955, epoch: 5, val loss: 0.5368473138733815
time: 7.439246829831973, epoch: 6, val loss: 0.5368473138733815
time: 8.567149793962017, epoch: 7, val loss: 0.5368473138733815
time: 9.575524339918047, epoch: 8, val loss: 0.5368473138733815
time: 10.580887795891613, epoch: 9, val loss: 0.5368473138733815
time: 11.588141592917964, epoch: 10, val loss: 0.5368473138733815
time: 12.685010487912223, epoch: 11, val loss: 0.5368473138733815
time: 13.694905230775476, epoch: 12, val loss: 0.5368473138733815
time: 14.695694390917197, epoch: 13, val loss: 0.5368473138733815
time: 15.707671182928607, epoch: 14, val loss: 0.5368473138733815
time: 16.818744257790968, epoch: 15, val loss: 0.5368473138733815
time: 17.8277758739423, epoch: 16, val loss: 0.5368473138733815
time: 18.835279147839174, epoch: 17, val loss: 0.5368473138733815
time: 19.83915541996248, epoch: 18, val loss: 0.5368473138733815
time: 20.85304954298772, epoch: 19, val loss: 0.5368473138733815
time: 21.97404196485877, epoch: 20, val loss: 0.5368473138733815
time: 22.979351309826598, epoch: 21, val loss: 0.5368473138733815
time: 23.99531397689134, epoch: 22, val loss: 0.5368473138733815
time: 25.004324462963268, epoch: 23, val loss: 0.5368473138733815
time: 26.011830371804535, epoch: 24, val loss: 0.5368473138733815
time: 27.1229562968947, epoch: 25, val loss: 0.5368473138733815
time: 28.130053129978478, epoch: 26, val loss: 0.5368473138733815
time: 29.145681539783254, epoch: 27, val loss: 0.5368473138733815
time: 30.152596131898463, epoch: 28, val loss: 0.5368473138733815
time: 31.26000665780157, epoch: 29, val loss: 0.5368473138733815
time: 32.26627499982715, epoch: 30, val loss: 0.5368473138733815
time: 33.28110570600256, epoch: 31, val loss: 0.5368473138733815
time: 34.290622350992635, epoch: 32, val loss: 0.5368473138733815
time: 35.401573051000014, epoch: 33, val loss: 0.5368473138733815
time: 36.41006207279861, epoch: 34, val loss: 0.5368473138733815
time: 37.41564075485803, epoch: 35, val loss: 0.5368473138733815
time: 38.42203395185061, epoch: 36, val loss: 0.5368473138733815
time: 39.53527036984451, epoch: 37, val loss: 0.5368473138733815
time: 40.54335038596764, epoch: 38, val loss: 0.5368473138733815
time: 41.55238039186224, epoch: 39, val loss: 0.5368473138733815
time: 42.560549173969775, epoch: 40, val loss: 0.5368473138733815
time: 43.66534107690677, epoch: 41, val loss: 0.5368473138733815
time: 44.67641151393764, epoch: 42, val loss: 0.5368473138733815
time: 45.68836879078299, epoch: 43, val loss: 0.5368473138733815
time: 46.697957733878866, epoch: 44, val loss: 0.5368473138733815
time: 47.70692113391124, epoch: 45, val loss: 0.5368473138733815
time: 48.82001231983304, epoch: 46, val loss: 0.5368473138733815
time: 49.827571199974045, epoch: 47, val loss: 0.5368473138733815
time: 50.83444846398197, epoch: 48, val loss: 0.5368473138733815
time: 51.85024650488049, epoch: 49, val loss: 0.5368473138733815
time: 52.953597728861496, epoch: 50, val loss: 0.5368473138733815
time: 53.960033024894074, epoch: 51, val loss: 0.5368473138733815
time: 54.96680488088168, epoch: 52, val loss: 0.5368473138733815
time: 55.99251428479329, epoch: 53, val loss: 0.5368473138733815
time: 57.10229929885827, epoch: 54, val loss: 0.5368473138733815
time: 58.11048349994235, epoch: 55, val loss: 0.5368473138733815
time: 59.117950066924095, epoch: 56, val loss: 0.5368473138733815
time: 60.13213025894947, epoch: 57, val loss: 0.5368473138733815
time: 61.140627906890586, epoch: 58, val loss: 0.5368473138733815
time: 62.246232009958476, epoch: 59, val loss: 0.5368473138733815
time: 63.253293027868494, epoch: 60, val loss: 0.5368473138733815
time: 64.25997046777047, epoch: 61, val loss: 0.5368473138733815
time: 65.26665177498944, epoch: 62, val loss: 0.5368473138733815
time: 66.38351480383426, epoch: 63, val loss: 0.5368473138733815
time: 67.39160570083186, epoch: 64, val loss: 0.5368473138733815
time: 68.39863074198365, epoch: 65, val loss: 0.5368473138733815
time: 69.40579697582871, epoch: 66, val loss: 0.5368473138733815
time: 70.49824236589484, epoch: 67, val loss: 0.5368473138733815
time: 71.50660724495538, epoch: 68, val loss: 0.5368473138733815
time: 72.51915562991053, epoch: 69, val loss: 0.5368473138733815
