time: 2.119132268242538, epoch: 0, val loss: 0.3341419062477798
time: 3.98563503427431, epoch: 1, val loss: 0.2953288141976703
time: 5.84347609616816, epoch: 2, val loss: 0.15521663551038434
time: 7.70746394013986, epoch: 3, val loss: 0.15888006095829688
time: 9.556469189934433, epoch: 4, val loss: 0.15820631390003112
time: 11.404742915183306, epoch: 5, val loss: 0.15550659486486507
time: 13.254363712389022, epoch: 6, val loss: 0.15626619385165189
time: 15.103736042045057, epoch: 7, val loss: 0.15517681487375803
time: 16.96842049434781, epoch: 8, val loss: 0.1552969408792116
time: 18.816868647001684, epoch: 9, val loss: 0.15570271944281142
time: 20.66667982097715, epoch: 10, val loss: 0.15453057316511046
time: 22.523978755343705, epoch: 11, val loss: 0.15638683795958405
time: 24.380524144042283, epoch: 12, val loss: 0.1575379169181637
time: 26.229027040302753, epoch: 13, val loss: 0.15730755009022154
time: 28.078322996385396, epoch: 14, val loss: 0.155066987006325
time: 29.93441434111446, epoch: 15, val loss: 0.1554617574254397
time: 31.784543834161013, epoch: 16, val loss: 0.15447952542380383
time: 33.65011054323986, epoch: 17, val loss: 0.15514029117058153
time: 35.49920475995168, epoch: 18, val loss: 0.15539108853595765
time: 37.34923934517428, epoch: 19, val loss: 0.15627591544578198
time: 39.19932400295511, epoch: 20, val loss: 0.1555009178463885
time: 41.049073371104896, epoch: 21, val loss: 0.15579064093942463
time: 42.89761758502573, epoch: 22, val loss: 0.15442104599339218
time: 44.761298150289804, epoch: 23, val loss: 0.15529008744203526
time: 46.61050373734906, epoch: 24, val loss: 0.15823323736077713
time: 48.458579952362925, epoch: 25, val loss: 0.15440967318274287
time: 50.31476237811148, epoch: 26, val loss: 0.15510566964774972
time: 52.16622142819688, epoch: 27, val loss: 0.16132352910494144
time: 54.01461562002078, epoch: 28, val loss: 0.16286801770623965
time: 55.869859042111784, epoch: 29, val loss: 0.15487745055273588
time: 57.71925921412185, epoch: 30, val loss: 0.15441639363589024
time: 59.56913549127057, epoch: 31, val loss: 0.15677975470075023
time: 61.4171586362645, epoch: 32, val loss: 0.16182840073650534
time: 63.266902594361454, epoch: 33, val loss: 0.15625246241688728
time: 65.11531722312793, epoch: 34, val loss: 0.15443617968337808
time: 66.96585672115907, epoch: 35, val loss: 0.15544022585857997
time: 68.81353242322803, epoch: 36, val loss: 0.15468429450843882
time: 70.66148960310966, epoch: 37, val loss: 0.15701378623516898
time: 72.51688864734024, epoch: 38, val loss: 0.1558400783908697
time: 74.36862494330853, epoch: 39, val loss: 0.15581988973962696
time: 76.21922537731007, epoch: 40, val loss: 0.15442288274556515
time: 78.07332624401897, epoch: 41, val loss: 0.15456521627401174
time: 79.93393116630614, epoch: 42, val loss: 0.15541180477959837
time: 81.79444630909711, epoch: 43, val loss: 0.15827260013272168
time: 83.65900237113237, epoch: 44, val loss: 0.15444658365350938
time: 85.52228790707886, epoch: 45, val loss: 0.15481040724682008
time: 87.388582685031, epoch: 46, val loss: 0.15549884808687825
time: 89.26052326522768, epoch: 47, val loss: 0.15069752085674187
time: 91.14149066712707, epoch: 48, val loss: 0.14636547772927952
time: 93.01941433316097, epoch: 49, val loss: 0.1460768679458751
time: 94.8953678989783, epoch: 50, val loss: 0.14111700850601488
