time: 2.0813598157837987, epoch: 0, val loss: 0.5241814938929712
time: 3.9687018347904086, epoch: 1, val loss: 0.16233140873638066
time: 5.851314168423414, epoch: 2, val loss: 0.15764211181536494
time: 7.733380197547376, epoch: 3, val loss: 0.15854194690381349
time: 9.60535626206547, epoch: 4, val loss: 0.154526574883183
time: 11.488507525064051, epoch: 5, val loss: 0.1557569873368316
time: 13.357578312978148, epoch: 6, val loss: 0.15452133858274567
time: 15.247487493790686, epoch: 7, val loss: 0.1586181600633346
time: 17.11853631120175, epoch: 8, val loss: 0.1705095541070808
time: 18.98988783545792, epoch: 9, val loss: 0.15459534106223952
time: 20.8611788963899, epoch: 10, val loss: 0.1587749174078227
time: 22.735299549996853, epoch: 11, val loss: 0.15445027243449047
time: 24.62431868351996, epoch: 12, val loss: 0.15453817104928108
time: 26.502163379453123, epoch: 13, val loss: 0.15561085066982644
time: 28.38410262018442, epoch: 14, val loss: 0.15613851752942023
time: 30.265100576914847, epoch: 15, val loss: 0.15464150755419562
time: 32.15305387228727, epoch: 16, val loss: 0.1572449470873878
time: 34.033160857856274, epoch: 17, val loss: 0.15639908686133006
time: 35.91559036821127, epoch: 18, val loss: 0.1549150612897317
time: 37.79813586641103, epoch: 19, val loss: 0.15758924488817513
time: 39.680394215509295, epoch: 20, val loss: 0.1601157831285782
time: 41.56551568210125, epoch: 21, val loss: 0.15608794901799777
time: 43.44902905449271, epoch: 22, val loss: 0.15175146957778413
time: 45.344864344224334, epoch: 23, val loss: 0.1449679445637309
time: 47.239691354334354, epoch: 24, val loss: 0.13323962909313058
time: 49.13488176558167, epoch: 25, val loss: 0.12777340998909925
time: 51.03615119215101, epoch: 26, val loss: 0.11834755556091019
time: 52.92921083886176, epoch: 27, val loss: 0.11913237455687505
time: 54.8127230880782, epoch: 28, val loss: 0.10983236260682698
time: 56.70846451353282, epoch: 29, val loss: 0.10447193836800665
time: 58.60402624029666, epoch: 30, val loss: 0.10477640755150629
time: 60.48839477542788, epoch: 31, val loss: 0.09692592480819923
time: 62.38257171586156, epoch: 32, val loss: 0.09375083045997168
time: 64.27804878540337, epoch: 33, val loss: 0.08822928834338434
time: 66.17291006911546, epoch: 34, val loss: 0.08958797558420614
time: 68.0555347558111, epoch: 35, val loss: 0.08470286420093695
time: 69.95063959620893, epoch: 36, val loss: 0.08224427380521777
time: 71.84555049426854, epoch: 37, val loss: 0.07870015811926055
time: 73.73980940878391, epoch: 38, val loss: 0.07455269901796056
time: 75.63880736846477, epoch: 39, val loss: 0.07601287677560163
time: 77.5225398298353, epoch: 40, val loss: 0.07021677937255547
time: 79.4170772973448, epoch: 41, val loss: 0.07427870332016775
time: 81.30188933387399, epoch: 42, val loss: 0.07331104438177681
time: 83.18415400478989, epoch: 43, val loss: 0.06883667427825597
time: 85.07761209923774, epoch: 44, val loss: 0.06592401422987225
time: 86.97216933313757, epoch: 45, val loss: 0.06464879453300017
time: 88.8668919885531, epoch: 46, val loss: 0.06434935555892735
time: 90.76218479126692, epoch: 47, val loss: 0.06595173348919323
time: 92.64768948592246, epoch: 48, val loss: 0.06159563971087042
time: 94.54082720912993, epoch: 49, val loss: 0.06148104547070185
time: 96.43456590920687, epoch: 50, val loss: 0.059894877879810425
time: 98.32870349753648, epoch: 51, val loss: 0.058693515346661625
time: 100.23462398257107, epoch: 52, val loss: 0.05806839780094242
time: 102.13499456457794, epoch: 53, val loss: 0.057501305308811396
time: 104.0300624454394, epoch: 54, val loss: 0.05864509161591176
time: 105.91156556922942, epoch: 55, val loss: 0.057729681478923725
time: 107.7936144657433, epoch: 56, val loss: 0.055780529219421594
time: 109.68828071374446, epoch: 57, val loss: 0.05683672623046243
time: 111.57315461710095, epoch: 58, val loss: 0.05679266246794005
time: 113.45723966043442, epoch: 59, val loss: 0.05600282609124075
time: 115.34253785852343, epoch: 60, val loss: 0.05442895119634306
time: 117.23895168304443, epoch: 61, val loss: 0.06349186996079009
time: 119.12088952120394, epoch: 62, val loss: 0.05673666768836174
time: 121.00497463531792, epoch: 63, val loss: 0.05403991302718287
time: 122.8995068622753, epoch: 64, val loss: 0.053998246128218096
time: 124.79421654250473, epoch: 65, val loss: 0.056368439969985855
time: 126.67885683756322, epoch: 66, val loss: 0.054487303620859566
time: 128.56234463118017, epoch: 67, val loss: 0.05347393086481943
time: 130.45689799822867, epoch: 68, val loss: 0.05369439110778301
time: 132.34117857832462, epoch: 69, val loss: 0.05548098917476273
time: 134.22792501095682, epoch: 70, val loss: 0.054044015628282024
time: 136.11569481156766, epoch: 71, val loss: 0.0536933750974331
time: 137.99769016820937, epoch: 72, val loss: 0.05232552210745133
time: 139.89139116741717, epoch: 73, val loss: 0.052441015502754526
time: 141.77673714514822, epoch: 74, val loss: 0.052768815686123766
time: 143.66197227407247, epoch: 75, val loss: 0.054015229805832794
time: 145.546552836895, epoch: 76, val loss: 0.053516448298726864
time: 147.43081361893564, epoch: 77, val loss: 0.053460799231241814
time: 149.31628641486168, epoch: 78, val loss: 0.05216614550840949
time: 151.21258706692606, epoch: 79, val loss: 0.05235245748397272
time: 153.09608747530729, epoch: 80, val loss: 0.05274489725177938
time: 154.98120808973908, epoch: 81, val loss: 0.052747062952239285
time: 156.86513488646597, epoch: 82, val loss: 0.05231057464516917
time: 158.75069509539753, epoch: 83, val loss: 0.05202849667607678
time: 160.64807965047657, epoch: 84, val loss: 0.052933534379061974
time: 162.5311427284032, epoch: 85, val loss: 0.05250543585275355
time: 164.41427867207676, epoch: 86, val loss: 0.05235448460878708
time: 166.29790104925632, epoch: 87, val loss: 0.0532850194722414
time: 168.1826910134405, epoch: 88, val loss: 0.05183301646659968
time: 170.07771947141737, epoch: 89, val loss: 0.053089595933558914
time: 171.96262457221746, epoch: 90, val loss: 0.0518882298260456
time: 173.85001576319337, epoch: 91, val loss: 0.052292269886482376
time: 175.7367297448218, epoch: 92, val loss: 0.05454059632811622
time: 177.62048957962543, epoch: 93, val loss: 0.05437866770643962
time: 179.50507197529078, epoch: 94, val loss: 0.052926875124483005
time: 181.38785126060247, epoch: 95, val loss: 0.0547994118618223
time: 183.27089047431946, epoch: 96, val loss: 0.053415499977296284
time: 185.15223549120128, epoch: 97, val loss: 0.05251607237376361
time: 187.03745886776596, epoch: 98, val loss: 0.052384659029513954
time: 188.92023379635066, epoch: 99, val loss: 0.053202492015605625
time: 190.80434313509613, epoch: 100, val loss: 0.05400677195017635
time: 192.6873960737139, epoch: 101, val loss: 0.052411543639752235
time: 194.57121909689158, epoch: 102, val loss: 0.052381950618309
time: 196.45401929225773, epoch: 103, val loss: 0.053012987105507156
time: 198.3376643313095, epoch: 104, val loss: 0.052288009729898964
time: 200.22224413137883, epoch: 105, val loss: 0.054024980377715096
time: 202.10718588158488, epoch: 106, val loss: 0.053365707183956154
time: 203.98686516657472, epoch: 107, val loss: 0.05403422199101316
time: 205.8704425180331, epoch: 108, val loss: 0.05329256886137804
time: 207.75507715158165, epoch: 109, val loss: 0.05285874210121368
time: 209.63962640520185, epoch: 110, val loss: 0.053940062922804725
time: 211.5233652498573, epoch: 111, val loss: 0.05315892121537401
time: 213.4081621086225, epoch: 112, val loss: 0.05385931135107406
time: 215.29127532057464, epoch: 113, val loss: 0.0551967321206694
time: 217.17341499682516, epoch: 114, val loss: 0.05822848274626515
time: 219.0575743606314, epoch: 115, val loss: 0.05505343581082321
time: 220.94923236873, epoch: 116, val loss: 0.054690779403971115
time: 222.84022647421807, epoch: 117, val loss: 0.05448743845280923
time: 224.7402611868456, epoch: 118, val loss: 0.05720926343422869
time: 226.6238786233589, epoch: 119, val loss: 0.055185170998804184
time: 228.50621546059847, epoch: 120, val loss: 0.06061508536721642
time: 230.38867845293134, epoch: 121, val loss: 0.056182778716499626
time: 232.26880081836134, epoch: 122, val loss: 0.056361746779190224
time: 234.15236689895391, epoch: 123, val loss: 0.055625341589684074
time: 236.0352747766301, epoch: 124, val loss: 0.05609730292450298
time: 237.91772152855992, epoch: 125, val loss: 0.056596816042548584
time: 239.8000568524003, epoch: 126, val loss: 0.057388687123481934
time: 241.68226799275726, epoch: 127, val loss: 0.05655874239037866
time: 243.5653250804171, epoch: 128, val loss: 0.056516477285991074
time: 245.44901064503938, epoch: 129, val loss: 0.05644716651513878
time: 247.33191377297044, epoch: 130, val loss: 0.058678233753079956
time: 249.21411521546543, epoch: 131, val loss: 0.05946004375255862
time: 251.09709788300097, epoch: 132, val loss: 0.058800365275191696
time: 252.97889435570687, epoch: 133, val loss: 0.058545206839093575
time: 254.86370828654617, epoch: 134, val loss: 0.05926551024168141
time: 256.74722384195775, epoch: 135, val loss: 0.06011459603169454
time: 258.6295421337709, epoch: 136, val loss: 0.05848566757831649
time: 260.5125118875876, epoch: 137, val loss: 0.059133942993615456
time: 262.39598876051605, epoch: 138, val loss: 0.059206060181728935
time: 264.27889882121235, epoch: 139, val loss: 0.06118306735523133
time: 266.16278240736574, epoch: 140, val loss: 0.061004853001225136
time: 268.0435925424099, epoch: 141, val loss: 0.06149993931116323
time: 269.926343023777, epoch: 142, val loss: 0.06069136594271236
time: 271.8087660325691, epoch: 143, val loss: 0.06170388352376199
time: 273.69138275273144, epoch: 144, val loss: 0.062069265429563675
time: 275.5739027634263, epoch: 145, val loss: 0.061950523744929924
time: 277.4566861158237, epoch: 146, val loss: 0.062188682451903114
time: 279.3461733357981, epoch: 147, val loss: 0.06264595844941177
time: 281.2294783182442, epoch: 148, val loss: 0.06482589364110716
time: 283.10881321690977, epoch: 149, val loss: 0.0642974240771631
time: 284.99153083749115, epoch: 150, val loss: 0.06342278811859754
time: 286.8713410869241, epoch: 151, val loss: 0.06417733260058603
time: 288.7508602226153, epoch: 152, val loss: 0.06174793857124012
time: 290.6311763515696, epoch: 153, val loss: 0.06519571644633183
time: 292.51758584193885, epoch: 154, val loss: 0.06439559871382393
time: 294.40026885736734, epoch: 155, val loss: 0.06519121364524713
time: 296.2837282381952, epoch: 156, val loss: 0.06652851610374545
time: 298.16487042512745, epoch: 157, val loss: 0.06881638006730513
time: 300.0478974953294, epoch: 158, val loss: 0.06667232603246986
time: 301.9302435396239, epoch: 159, val loss: 0.06827936465796745
time: 303.8105708193034, epoch: 160, val loss: 0.06512478032248764
time: 305.6919600889087, epoch: 161, val loss: 0.06707876579092426
time: 307.57170031778514, epoch: 162, val loss: 0.06686755925004662
time: 309.45216055586934, epoch: 163, val loss: 0.0674686872735325
time: 311.33507959451526, epoch: 164, val loss: 0.06874454273242253
time: 313.21788555011153, epoch: 165, val loss: 0.07077085108978474
time: 315.0990005163476, epoch: 166, val loss: 0.07356206654559953
time: 316.9822780461982, epoch: 167, val loss: 0.07076807015321472
time: 318.86586704012007, epoch: 168, val loss: 0.07020728295970811
time: 320.74911407288164, epoch: 169, val loss: 0.07113980225070192
time: 322.63220772799104, epoch: 170, val loss: 0.07214214552650339
time: 324.5131403822452, epoch: 171, val loss: 0.069448428118064
time: 326.39497813303024, epoch: 172, val loss: 0.07101725898830316
time: 328.2761749625206, epoch: 173, val loss: 0.07226396589116617
time: 330.15776892658323, epoch: 174, val loss: 0.07220683747482866
time: 332.0409455271438, epoch: 175, val loss: 0.07324242362156216
time: 333.92385064903647, epoch: 176, val loss: 0.07760708409512466
time: 335.8059163670987, epoch: 177, val loss: 0.07321926693730203
time: 337.6888406248763, epoch: 178, val loss: 0.0739644745386872
time: 339.57132279407233, epoch: 179, val loss: 0.07734091091061769
time: 341.45600095950067, epoch: 180, val loss: 0.07312135698767047
time: 343.3404053710401, epoch: 181, val loss: 0.0763107486245896
time: 345.22324669454247, epoch: 182, val loss: 0.07368704903384914
time: 347.1123006325215, epoch: 183, val loss: 0.07632260086390341
time: 348.9967518225312, epoch: 184, val loss: 0.07622335842357794
time: 350.87989839632064, epoch: 185, val loss: 0.07720522229143753
time: 352.7619812665507, epoch: 186, val loss: 0.07790548324938348
time: 354.6432625744492, epoch: 187, val loss: 0.080725965940434
time: 356.5241789780557, epoch: 188, val loss: 0.07744005911435063
time: 358.4068054072559, epoch: 189, val loss: 0.07898991640377422
time: 360.28945067245513, epoch: 190, val loss: 0.07836587803637086
time: 362.1715026749298, epoch: 191, val loss: 0.08161078124001564
time: 364.05451553780586, epoch: 192, val loss: 0.07956023038670479
time: 365.9374002823606, epoch: 193, val loss: 0.08013443015663049
time: 367.8204193674028, epoch: 194, val loss: 0.079860220490237
time: 369.7035030545667, epoch: 195, val loss: 0.08489927683364261
time: 371.58651339355856, epoch: 196, val loss: 0.08015050207496632
time: 373.46693600155413, epoch: 197, val loss: 0.07827209831462076
time: 375.34949402231723, epoch: 198, val loss: 0.08001823608465346
time: 377.23145407252014, epoch: 199, val loss: 0.08446694540942139
time: 379.1144461669028, epoch: 200, val loss: 0.08129035922967398
time: 380.99800151772797, epoch: 201, val loss: 0.07959814496308919
time: 382.88156724814326, epoch: 202, val loss: 0.0842653819076393
time: 384.7619280498475, epoch: 203, val loss: 0.0830947539581376
time: 386.6430350309238, epoch: 204, val loss: 0.08607450257176938
time: 388.52361273020506, epoch: 205, val loss: 0.08581506348999121
time: 390.4066551597789, epoch: 206, val loss: 0.0858969318831391
time: 392.28912122827023, epoch: 207, val loss: 0.0873134652734274
time: 394.17369290441275, epoch: 208, val loss: 0.08494595558982593
time: 396.0573428021744, epoch: 209, val loss: 0.08773865431488267
time: 397.9408589787781, epoch: 210, val loss: 0.08399998635171431
time: 399.82360017392784, epoch: 211, val loss: 0.08357257942260489
time: 401.7124670809135, epoch: 212, val loss: 0.0907111742898174
time: 403.5938510308042, epoch: 213, val loss: 0.08673637972872247
time: 405.47423210181296, epoch: 214, val loss: 0.08545042085553346
time: 407.35628707986325, epoch: 215, val loss: 0.08557993787609541
time: 409.23798614088446, epoch: 216, val loss: 0.08769562660823227
time: 411.12144920788705, epoch: 217, val loss: 0.0887969642759783
time: 413.00455639883876, epoch: 218, val loss: 0.08796669514812971
time: 414.88392060343176, epoch: 219, val loss: 0.08850204130347539
time: 416.7664877921343, epoch: 220, val loss: 0.08612650252967012
time: 418.64943726640195, epoch: 221, val loss: 0.08842589891710771
time: 420.5320235611871, epoch: 222, val loss: 0.0914986650698741
time: 422.41413533501327, epoch: 223, val loss: 0.0880659470710123
time: 424.2955670449883, epoch: 224, val loss: 0.09062938384800089
time: 426.17780362349004, epoch: 225, val loss: 0.0898792202411433
time: 428.0685604037717, epoch: 226, val loss: 0.08999899917617146
time: 429.9504326088354, epoch: 227, val loss: 0.09275718639961815
time: 431.82960432209074, epoch: 228, val loss: 0.09081867275384103
