time: 2.9438987877219915, epoch: 0, val loss: 0.1546555832911857
time: 5.65757782291621, epoch: 1, val loss: 0.15598870004737095
time: 8.360130495391786, epoch: 2, val loss: 0.15444920092762224
time: 11.073206661269069, epoch: 3, val loss: 0.15914250263878008
time: 13.77193844690919, epoch: 4, val loss: 0.1548409649859304
time: 16.473167346790433, epoch: 5, val loss: 0.15451690077546085
time: 19.178297364152968, epoch: 6, val loss: 0.15504725573385658
time: 21.87769708223641, epoch: 7, val loss: 0.1558115119961175
time: 24.577725720591843, epoch: 8, val loss: 0.15447880244508327
time: 27.282108096405864, epoch: 9, val loss: 0.1631798241361092
time: 29.979038381949067, epoch: 10, val loss: 0.15561816158884834
time: 32.67879808600992, epoch: 11, val loss: 0.1547967158184339
time: 35.3752511953935, epoch: 12, val loss: 0.15666695825549454
time: 38.08009135071188, epoch: 13, val loss: 0.15516267281776597
time: 40.7794532077387, epoch: 14, val loss: 0.1554010551820395
time: 43.47761250846088, epoch: 15, val loss: 0.1544212626271215
time: 46.17955134063959, epoch: 16, val loss: 0.1544369076389687
time: 48.87789718154818, epoch: 17, val loss: 0.15466378520246551
time: 51.58367032557726, epoch: 18, val loss: 0.1578202863323241
time: 54.27876525837928, epoch: 19, val loss: 0.15529699418914647
time: 56.977585980668664, epoch: 20, val loss: 0.15477685771676392
time: 59.67750034481287, epoch: 21, val loss: 0.15496495082650497
time: 62.37729987222701, epoch: 22, val loss: 0.15557955318818922
time: 65.08129455056041, epoch: 23, val loss: 0.15608576271432661
time: 67.78229868877679, epoch: 24, val loss: 0.1555778357115659
time: 70.48147200234234, epoch: 25, val loss: 0.16459167934217944
time: 73.18200548738241, epoch: 26, val loss: 0.15556179131325998
time: 75.88351587578654, epoch: 27, val loss: 0.15469684675630374
time: 78.58370097633451, epoch: 28, val loss: 0.1547771721283202
time: 81.28237061575055, epoch: 29, val loss: 0.15445462410363991
time: 83.98975765798241, epoch: 30, val loss: 0.16037697932524644
time: 86.68755226489156, epoch: 31, val loss: 0.1603982105056052
time: 89.38496962375939, epoch: 32, val loss: 0.15498849606001566
time: 92.08452069666237, epoch: 33, val loss: 0.15491420610737894
time: 94.7840446671471, epoch: 34, val loss: 0.1545699343688992
time: 97.48028370644897, epoch: 35, val loss: 0.15514160954787326
time: 100.17989686410874, epoch: 36, val loss: 0.15452953729145377
time: 102.87750411219895, epoch: 37, val loss: 0.15510251873684494
time: 105.58552565984428, epoch: 38, val loss: 0.16080878321596756
time: 108.28702022880316, epoch: 39, val loss: 0.15835037660369053
time: 110.99078037869185, epoch: 40, val loss: 0.15462102079138218
time: 113.6990909986198, epoch: 41, val loss: 0.1563920041273823
time: 116.40574572142214, epoch: 42, val loss: 0.15608694494182884
time: 119.11315242480487, epoch: 43, val loss: 0.15595706611164944
time: 121.83038811385632, epoch: 44, val loss: 0.15498358466231776
time: 124.5510754706338, epoch: 45, val loss: 0.15468649313648936
time: 127.26914907246828, epoch: 46, val loss: 0.15497911312863996
time: 129.9833629000932, epoch: 47, val loss: 0.15479704483666204
time: 132.69755544885993, epoch: 48, val loss: 0.15502058465784718
time: 135.40645700786263, epoch: 49, val loss: 0.15477466873323964
time: 138.1214522626251, epoch: 50, val loss: 0.15811977722486958
time: 140.82765558827668, epoch: 51, val loss: 0.15532586973882004
time: 143.530486183241, epoch: 52, val loss: 0.15466090902803914
time: 146.23315897397697, epoch: 53, val loss: 0.15847679918904314
time: 148.93767079431564, epoch: 54, val loss: 0.15582501925086314
time: 151.64270479418337, epoch: 55, val loss: 0.15452616758232296
time: 154.3599407542497, epoch: 56, val loss: 0.15486213520699338
time: 157.11631569545716, epoch: 57, val loss: 0.15523330383591738
time: 159.86841755639762, epoch: 58, val loss: 0.1538108065724373
time: 162.64095406699926, epoch: 59, val loss: 0.15230995922426696
time: 165.4093048805371, epoch: 60, val loss: 0.15253723552634593
time: 168.1722489092499, epoch: 61, val loss: 0.14539495578749848
time: 170.93773136101663, epoch: 62, val loss: 0.14505668736169697
time: 173.70399581082165, epoch: 63, val loss: 0.1417974809795736
time: 176.47031506244093, epoch: 64, val loss: 0.14408387070735218
time: 179.2303310651332, epoch: 65, val loss: 0.13811445408482326
time: 181.99863294884562, epoch: 66, val loss: 0.13895776702952478
time: 184.7588584953919, epoch: 67, val loss: 0.13321751841296084
time: 187.52924029156566, epoch: 68, val loss: 0.13206593493522392
time: 190.3019423726946, epoch: 69, val loss: 0.13247617416584445
time: 193.0683309296146, epoch: 70, val loss: 0.12354641080845015
time: 195.83920230157673, epoch: 71, val loss: 0.12159012611440048
time: 198.61706676147878, epoch: 72, val loss: 0.11561583555321919
time: 201.38701745774597, epoch: 73, val loss: 0.1103251898889485
time: 204.16239408031106, epoch: 74, val loss: 0.1079618275577843
time: 206.93220177758485, epoch: 75, val loss: 0.10388862141389621
time: 209.70401911437511, epoch: 76, val loss: 0.0995770395538317
time: 212.47607414610684, epoch: 77, val loss: 0.09816549687458592
time: 215.246472642757, epoch: 78, val loss: 0.09417288204132333
time: 218.01735722925514, epoch: 79, val loss: 0.09011823377708202
time: 220.79008558485657, epoch: 80, val loss: 0.08612243866496407
time: 223.56124741211534, epoch: 81, val loss: 0.08433785102525247
time: 226.3325614957139, epoch: 82, val loss: 0.07857462267571759
time: 229.10456482041627, epoch: 83, val loss: 0.07647862738889197
time: 231.87734334077686, epoch: 84, val loss: 0.07229568619325227
time: 234.64930921886116, epoch: 85, val loss: 0.07136852982575478
time: 237.42168188653886, epoch: 86, val loss: 0.0683476396729588
time: 240.19439567439258, epoch: 87, val loss: 0.06766397621585682
time: 242.97325687576085, epoch: 88, val loss: 0.06828623703817134
time: 245.7411540672183, epoch: 89, val loss: 0.06453077317300168
time: 248.5105131911114, epoch: 90, val loss: 0.06331250087354376
time: 251.2837555706501, epoch: 91, val loss: 0.06223427643263234
time: 254.05516386963427, epoch: 92, val loss: 0.06101195598499695
time: 256.82765902765095, epoch: 93, val loss: 0.062075652428737034
time: 259.59490455593914, epoch: 94, val loss: 0.05998379053187229
time: 262.36820008512586, epoch: 95, val loss: 0.059744907671902256
time: 265.1403910322115, epoch: 96, val loss: 0.06104049969670683
time: 267.9073490118608, epoch: 97, val loss: 0.059181398229872284
time: 270.6796442149207, epoch: 98, val loss: 0.05941300871579543
time: 273.4477195991203, epoch: 99, val loss: 0.05922848197517423
time: 276.21346461214125, epoch: 100, val loss: 0.05664641081572698
time: 278.9848733022809, epoch: 101, val loss: 0.05835444198575298
time: 281.75005495827645, epoch: 102, val loss: 0.05873913176195777
time: 284.51887452043593, epoch: 103, val loss: 0.05717602141731577
time: 287.2846153853461, epoch: 104, val loss: 0.05553848828509332
time: 290.0573808802292, epoch: 105, val loss: 0.05823590056860282
time: 292.82342794165015, epoch: 106, val loss: 0.05903239723427493
time: 295.5966273499653, epoch: 107, val loss: 0.05818485076587073
time: 298.3643960105255, epoch: 108, val loss: 0.056519319689851036
time: 301.13053774740547, epoch: 109, val loss: 0.05700680414001225
time: 303.89707440696657, epoch: 110, val loss: 0.05591101826650823
time: 306.6632482642308, epoch: 111, val loss: 0.05474240183020416
time: 309.4312949962914, epoch: 112, val loss: 0.06450423453989708
time: 312.196624760516, epoch: 113, val loss: 0.05563464841028683
time: 314.96123246941715, epoch: 114, val loss: 0.055257952308260166
time: 317.7243648311123, epoch: 115, val loss: 0.053423017130892266
time: 320.4952504299581, epoch: 116, val loss: 0.05460486687690373
time: 323.2599669024348, epoch: 117, val loss: 0.05578114363648321
time: 326.02163321338594, epoch: 118, val loss: 0.05624778683963618
time: 328.7835091687739, epoch: 119, val loss: 0.05470808185342508
time: 331.5486007351428, epoch: 120, val loss: 0.05405395002409875
time: 334.311427814886, epoch: 121, val loss: 0.05343441821988157
time: 337.07675782963634, epoch: 122, val loss: 0.05368429258568838
time: 339.8411602936685, epoch: 123, val loss: 0.054524754472224136
time: 342.6060640588403, epoch: 124, val loss: 0.053733728995377365
time: 345.36818013340235, epoch: 125, val loss: 0.054973548848785664
time: 348.1302533587441, epoch: 126, val loss: 0.05588945575249878
time: 350.8906876472756, epoch: 127, val loss: 0.05616993443458801
time: 353.654000046663, epoch: 128, val loss: 0.05444057236090597
time: 356.4147210344672, epoch: 129, val loss: 0.05335994609245081
time: 359.1909450786188, epoch: 130, val loss: 0.05448177102364217
time: 361.9519606688991, epoch: 131, val loss: 0.05439610082081891
time: 364.7156829582527, epoch: 132, val loss: 0.054871211803919476
time: 367.47895330097526, epoch: 133, val loss: 0.05343019319587781
time: 370.24358408525586, epoch: 134, val loss: 0.055427438977060345
time: 373.0062734084204, epoch: 135, val loss: 0.05282143975714803
time: 375.7757834168151, epoch: 136, val loss: 0.054981600669886284
time: 378.53966833278537, epoch: 137, val loss: 0.05363062782426597
time: 381.30313114635646, epoch: 138, val loss: 0.053593195407934814
time: 384.06386817619205, epoch: 139, val loss: 0.05357946492289837
time: 386.82483598031104, epoch: 140, val loss: 0.054999862981614155
time: 389.58728862926364, epoch: 141, val loss: 0.05442752277942396
time: 392.3485068529844, epoch: 142, val loss: 0.05432551223122084
time: 395.11135358083993, epoch: 143, val loss: 0.05332385919796737
time: 397.8734988924116, epoch: 144, val loss: 0.05365562468045667
time: 400.6354095246643, epoch: 145, val loss: 0.054744098328142296
time: 403.3999009085819, epoch: 146, val loss: 0.054294933101140225
time: 406.16018120292574, epoch: 147, val loss: 0.054200779149684276
time: 408.92147888429463, epoch: 148, val loss: 0.05289327078995851
time: 411.68557740096, epoch: 149, val loss: 0.051742678383004524
time: 414.45313825272024, epoch: 150, val loss: 0.055106405912357354
time: 417.2252646582201, epoch: 151, val loss: 0.055758414904148915
time: 419.98844556324184, epoch: 152, val loss: 0.05385403592772635
time: 422.7494339859113, epoch: 153, val loss: 0.053858459813027046
time: 425.51171703636646, epoch: 154, val loss: 0.052965333276674915
time: 428.2734902203083, epoch: 155, val loss: 0.053977010451375027
time: 431.03619977179915, epoch: 156, val loss: 0.053780869845845715
time: 433.79710080940276, epoch: 157, val loss: 0.0538741639031193
time: 436.5655962442979, epoch: 158, val loss: 0.053245342872197565
time: 439.32754343468696, epoch: 159, val loss: 0.056022798576256035
time: 442.0872652102262, epoch: 160, val loss: 0.05367897439880569
time: 444.8466177843511, epoch: 161, val loss: 0.05394667088838198
time: 447.60803953930736, epoch: 162, val loss: 0.054487325078089954
time: 450.3691030628979, epoch: 163, val loss: 0.053605767522787624
time: 453.1288997689262, epoch: 164, val loss: 0.05375734160437061
time: 455.88804378081113, epoch: 165, val loss: 0.053437045175331856
time: 458.65044487360865, epoch: 166, val loss: 0.05629455569115552
time: 461.4122854638845, epoch: 167, val loss: 0.05325351899541296
time: 464.1735056908801, epoch: 168, val loss: 0.05350345847281543
time: 466.93361458275467, epoch: 169, val loss: 0.05485634382063221
time: 469.69473731610924, epoch: 170, val loss: 0.05499089374151744
time: 472.45734440535307, epoch: 171, val loss: 0.05520757670208753
time: 475.220529387705, epoch: 172, val loss: 0.054060760171340386
time: 477.98306268826127, epoch: 173, val loss: 0.053818401444349954
time: 480.7464083824307, epoch: 174, val loss: 0.05493772136629099
time: 483.5079017514363, epoch: 175, val loss: 0.05439616649010377
time: 486.2699932139367, epoch: 176, val loss: 0.05343503626836501
time: 489.030630286783, epoch: 177, val loss: 0.05408612113048437
time: 491.79154863394797, epoch: 178, val loss: 0.05361582236106806
time: 494.5504986802116, epoch: 179, val loss: 0.053755693380599434
time: 497.31103446148336, epoch: 180, val loss: 0.054211084946268515
time: 500.0720563447103, epoch: 181, val loss: 0.055147353810048386
time: 502.8330713957548, epoch: 182, val loss: 0.055462643585127334
time: 505.5930040255189, epoch: 183, val loss: 0.05450545298855884
time: 508.3543937187642, epoch: 184, val loss: 0.05405037644919258
time: 511.1139430599287, epoch: 185, val loss: 0.05466559827659029
time: 513.875333073549, epoch: 186, val loss: 0.054887796857066656
time: 516.6424809684977, epoch: 187, val loss: 0.055878610611550895
time: 519.403572011739, epoch: 188, val loss: 0.05538720862476133
time: 522.1627140482888, epoch: 189, val loss: 0.05511015903926179
time: 524.9233739422634, epoch: 190, val loss: 0.054507057119911835
time: 527.6810090923682, epoch: 191, val loss: 0.05354876484235992
time: 530.4400970982388, epoch: 192, val loss: 0.05416450737846699
time: 533.1985250953585, epoch: 193, val loss: 0.054380956751923906
time: 535.9590336056426, epoch: 194, val loss: 0.05554240676592814
time: 538.7192519912496, epoch: 195, val loss: 0.054559399268917536
