time: 2.196299245581031, epoch: 0, val loss: 0.3226560228191346
time: 3.4645187268033624, epoch: 1, val loss: 0.46364729565829627
time: 4.717008779756725, epoch: 2, val loss: 0.46313390041528485
time: 5.971613036468625, epoch: 3, val loss: 0.21937593570339822
time: 7.2263337802141905, epoch: 4, val loss: 0.15801281833896053
time: 8.4867680715397, epoch: 5, val loss: 0.15664017689322293
time: 9.751498204655945, epoch: 6, val loss: 0.15236495871082126
time: 11.00730608496815, epoch: 7, val loss: 0.1521212373061378
time: 12.261601322330534, epoch: 8, val loss: 0.15034779385026736
time: 13.518337612971663, epoch: 9, val loss: 0.14874214611270212
time: 14.778150420635939, epoch: 10, val loss: 0.1463799809543747
time: 16.03807319328189, epoch: 11, val loss: 0.14378080310911057
time: 17.29852601978928, epoch: 12, val loss: 0.1453512888033635
time: 18.543747080489993, epoch: 13, val loss: 0.1376814994769605
time: 19.80631926842034, epoch: 14, val loss: 0.13370975454452008
time: 21.065335421822965, epoch: 15, val loss: 0.13040029811912138
time: 22.319288196973503, epoch: 16, val loss: 0.1279442381599675
time: 23.581734630279243, epoch: 17, val loss: 0.12461860260002226
time: 24.843997568823397, epoch: 18, val loss: 0.12200800793267522
time: 26.112905089743435, epoch: 19, val loss: 0.11791252189503593
time: 27.38395097013563, epoch: 20, val loss: 0.11629602879933688
time: 28.64067794382572, epoch: 21, val loss: 0.11159579569230908
time: 29.899745443835855, epoch: 22, val loss: 0.1081876966498586
time: 31.16934761684388, epoch: 23, val loss: 0.10599995651852943
time: 32.431371859274805, epoch: 24, val loss: 0.10368073438643938
time: 33.701645131222904, epoch: 25, val loss: 0.10062370341815967
time: 34.96556817088276, epoch: 26, val loss: 0.10122407285180017
time: 36.21212557516992, epoch: 27, val loss: 0.09555121446433275
time: 37.47438789345324, epoch: 28, val loss: 0.09257162877693478
time: 38.71212967578322, epoch: 29, val loss: 0.0904194108052216
time: 39.95476742554456, epoch: 30, val loss: 0.08754215160524656
time: 41.1958828503266, epoch: 31, val loss: 0.08635569756975758
time: 42.45889989193529, epoch: 32, val loss: 0.0861803264147326
time: 43.72094113659114, epoch: 33, val loss: 0.08095839469446967
time: 44.97976795490831, epoch: 34, val loss: 0.07882658220650886
time: 46.25076880026609, epoch: 35, val loss: 0.07672006787047556
time: 47.51336353085935, epoch: 36, val loss: 0.07555260116109264
time: 48.77531719021499, epoch: 37, val loss: 0.07297227512529716
time: 50.03395952284336, epoch: 38, val loss: 0.07089423599538831
time: 51.30237203836441, epoch: 39, val loss: 0.06981480831699997
time: 52.56303186248988, epoch: 40, val loss: 0.06903581204916177
time: 53.82540231291205, epoch: 41, val loss: 0.06706529126867004
time: 55.088233727030456, epoch: 42, val loss: 0.06525809568511286
time: 56.36298212502152, epoch: 43, val loss: 0.06439009583426322
time: 57.62045171111822, epoch: 44, val loss: 0.0624153380808623
time: 58.864647259004414, epoch: 45, val loss: 0.061683471237305595
time: 60.10818497464061, epoch: 46, val loss: 0.06056662899600305
time: 61.346416716463864, epoch: 47, val loss: 0.06101735932347567
time: 62.59133563935757, epoch: 48, val loss: 0.05915336877755497
time: 63.86321093328297, epoch: 49, val loss: 0.059416716137952484
time: 65.11504243221134, epoch: 50, val loss: 0.05763440297570507
time: 66.37587347719818, epoch: 51, val loss: 0.05657616857321484
time: 67.6460425928235, epoch: 52, val loss: 0.056207938053508995
time: 68.90543522313237, epoch: 53, val loss: 0.05586285429745324
time: 70.17061595153064, epoch: 54, val loss: 0.05525010062580406
time: 71.43114606197923, epoch: 55, val loss: 0.0550796015946408
time: 72.69703372381628, epoch: 56, val loss: 0.05491622986470758
time: 73.9632275197655, epoch: 57, val loss: 0.056040925286680816
time: 75.21273807901889, epoch: 58, val loss: 0.05367513985663888
time: 76.47228225320578, epoch: 59, val loss: 0.053354801197827095
time: 77.733766913414, epoch: 60, val loss: 0.05314512772434078
time: 79.00013119820505, epoch: 61, val loss: 0.05317310025922866
time: 80.24498682375997, epoch: 62, val loss: 0.05280264464792291
time: 81.50644740927964, epoch: 63, val loss: 0.052303928484323
time: 82.76708171516657, epoch: 64, val loss: 0.05302431986192352
time: 84.01080748345703, epoch: 65, val loss: 0.05188889038774807
time: 85.27232167962939, epoch: 66, val loss: 0.052257243367169685
time: 86.5158952511847, epoch: 67, val loss: 0.05157239635368228
time: 87.77579811681062, epoch: 68, val loss: 0.05170471775952889
time: 89.02002230938524, epoch: 69, val loss: 0.05245868380553284
time: 90.26984510291368, epoch: 70, val loss: 0.05109946663112273
time: 91.53004094865173, epoch: 71, val loss: 0.051680362437347416
time: 92.77930735982955, epoch: 72, val loss: 0.051446976213763825
time: 94.02268508542329, epoch: 73, val loss: 0.050420981485823635
time: 95.27756450604647, epoch: 74, val loss: 0.050918065386975235
time: 96.513781812042, epoch: 75, val loss: 0.051091995178593
time: 97.74340637307614, epoch: 76, val loss: 0.05109166278662123
time: 98.97730339039117, epoch: 77, val loss: 0.050599679354534084
time: 100.22495912201703, epoch: 78, val loss: 0.051488857535947216
time: 101.47097060456872, epoch: 79, val loss: 0.05075442698220962
time: 102.71885458566248, epoch: 80, val loss: 0.051505900186895145
time: 103.96541499532759, epoch: 81, val loss: 0.051241072152443085
time: 105.21782687213272, epoch: 82, val loss: 0.050954157968784275
time: 106.46383422520012, epoch: 83, val loss: 0.05103334438482763
time: 107.7089078091085, epoch: 84, val loss: 0.05118597009524762
time: 108.95866164378822, epoch: 85, val loss: 0.050719787583874146
time: 110.20272565074265, epoch: 86, val loss: 0.050262360601674896
time: 111.44909978099167, epoch: 87, val loss: 0.05069805676920023
time: 112.6768500348553, epoch: 88, val loss: 0.05069604142395993
time: 113.90587326418608, epoch: 89, val loss: 0.051130549304864624
time: 115.13524574879557, epoch: 90, val loss: 0.05153989485601192
time: 116.38465672079474, epoch: 91, val loss: 0.05035020982692011
time: 117.6164264883846, epoch: 92, val loss: 0.05069241608334742
time: 118.84724473208189, epoch: 93, val loss: 0.05191522075430206
time: 120.0765656195581, epoch: 94, val loss: 0.0509456096680857
time: 121.30677216686308, epoch: 95, val loss: 0.052121839559684864
time: 122.55719637684524, epoch: 96, val loss: 0.050741939695014546
time: 123.80989595223218, epoch: 97, val loss: 0.05196499406349046
time: 125.06185470893979, epoch: 98, val loss: 0.051702956713205975
time: 126.30735521111637, epoch: 99, val loss: 0.05024345964561456
time: 127.58022119291127, epoch: 100, val loss: 0.05131629511360594
time: 128.83211298380047, epoch: 101, val loss: 0.05118383468669865
time: 130.08078426960856, epoch: 102, val loss: 0.050778862088918686
time: 131.33539834339172, epoch: 103, val loss: 0.05074737673411845
time: 132.5826808847487, epoch: 104, val loss: 0.0506186844493914
time: 133.8365993546322, epoch: 105, val loss: 0.05122014746187704
time: 135.08346593752503, epoch: 106, val loss: 0.05139347116496017
time: 136.33430988527834, epoch: 107, val loss: 0.052010358359090424
time: 137.57277669385076, epoch: 108, val loss: 0.0518780592166388
time: 138.80168186314404, epoch: 109, val loss: 0.05177216371705409
